,nodes_pred,nodes_Conv_clas,nodes_Dense_clas,kernel_size,strides,learning_rate_pred,learning_rate_clas,batch_sizes_pred,batch_sizes_clas,val_treshold_pred,val_treshold_clas,max_val_amount_pred,max_val_amount_clas,val_freq_pred,val_freq_clas,EPOCHS_pred,EPOCHS_clas,time_steps,trials,brain_areas,mse_pred,mse_clas,true_positive_clas,true_negative_clas,STOP_pred,STOP_clas,time,brain_area
0,50,15,5,2,1,0.005,0.005,25,5,1e-08,1e-08,50,50,25,2,15,15,100,1000,1000,0.03559908511838518,0.2263737317964477,0.0,1.0,Max val increment,Max val increment,19.05173110961914,115
1,50,15,5,2,1,0.005,0.005,25,5,1e-08,1e-08,50,50,25,2,15,15,100,1000,1000,0.03188595675179264,0.22282428760501,0.0,1.0,Max val increment,Max val increment,22.497220039367676,115
2,50,15,5,4,1,0.005,0.0001,50,5,1e-08,1e-09,50,100,25,2,15,20,100,1000,1000,0.031820507518084525,0.22421042637374922,0.0,1.0,Max val increment,Max val increment,22.4790678024292,115
3,50,20,10,6,2,0.005,0.005,25,10,1e-09,1e-10,50,50,50,5,15,25,100,1000,1000,0.03414947449872267,0.22342946093937507,0.0,1.0,Max val increment,Max val increment,22.459319829940796,115
4,50,25,15,2,3,0.0001,5e-05,25,25,1e-10,1e-08,50,200,25,10,15,30,100,1000,1000,0.02797459332323743,0.22230829961028353,0.0,1.0,Max val increment,Max Epochs,23.745564937591553,115
5,50,30,20,8,3,0.005,1e-05,50,50,1e-08,1e-10,100,100,25,2,15,25,100,1000,1000,0.03433740833419557,0.2233919311048935,0.0,1.0,Max val increment,Max Epochs,22.727164268493652,115
6,50,35,25,10,1,0.005,0.0001,25,25,1e-10,1e-09,50,50,50,5,15,15,100,1000,1000,0.03928730340219141,0.22282111441018115,0.0,1.0,Max val increment,Max val increment,22.23859190940857,115
7,50,40,20,4,2,0.0001,5e-05,50,10,1e-08,1e-09,50,50,25,10,15,35,100,1000,1000,0.028491997422446604,0.2141488413760664,0.0,1.0,Max val increment,Max val increment,22.91815185546875,115
8,50,45,15,6,1,0.005,0.005,100,5,1e-09,1e-08,50,100,50,5,20,40,100,1000,1000,0.03150261418643154,0.22213569634321403,0.0,1.0,Max val increment,Max val increment,23.024959087371826,115
9,75,15,5,10,3,5e-05,5e-05,50,50,1e-09,1e-10,50,100,100,5,20,30,100,1000,1000,0.024207651766980292,0.22267750519920948,0.0,1.0,Max val increment,Max Epochs,28.768465042114258,115
10,75,25,15,2,1,0.0001,1e-05,50,5,1e-09,1e-08,50,100,100,2,15,35,100,1000,1000,0.02615764797620384,0.22217455171309103,0.0,1.0,Max val increment,Max val increment,23.37290906906128,115
11,100,25,25,2,1,1e-05,0.0001,100,5,1e-10,1e-09,50,100,100,2,25,15,100,1000,1000,0.024698859825652154,0.222743303293812,0.0,1.0,Max val increment,Max val increment,30.685144901275635,115
12,125,40,10,8,3,1e-05,1e-05,25,10,1e-10,1e-09,200,200,100,10,20,20,100,1000,1000,0.02984606327263036,0.2246847057170501,0.0,1.0,Max val increment,Max Epochs,44.840023040771484,115
13,150,45,20,8,2,5e-05,0.005,200,50,1e-08,1e-08,100,200,100,5,30,40,100,1000,1000,0.029165260332624454,0.22224743032144376,0.0,1.0,Max_epochs,Max Epochs,30.06303596496582,115
14,175,40,5,6,1,5e-06,5e-05,100,25,1e-08,1e-10,100,100,50,2,30,40,100,1000,1000,0.02795935386989242,0.2082745721902071,0.0,1.0,Max val increment,Max val increment,37.14304208755493,115
15,50,15,5,8,2,1e-06,0.0001,50,25,1e-09,1e-08,200,50,25,10,25,20,100,1000,1000,0.030068389973023246,0.22357374940921992,0.0,1.0,Max val increment,Max Epochs,28.50684905052185,115
16,75,35,10,8,2,1e-05,0.005,200,10,1e-08,1e-08,200,200,100,5,35,15,100,1000,1000,0.029067633132526936,0.2014959630109264,0.3213213213213213,0.9640179910044977,Max_epochs,Max Epochs,29.715484857559204,115
17,50,15,5,10,2,5e-06,1e-05,200,50,1e-08,1e-10,100,200,100,5,35,15,100,1000,1000,0.03073181327601523,0.24204749715294746,0.0,1.0,Max_epochs,Max Epochs,27.72116184234619,115
18,50,15,20,2,3,1e-05,0.0001,25,10,1e-08,1e-08,200,200,100,10,35,30,100,1000,1000,0.028544671732526537,0.20112256130773354,0.12912912912912913,0.9880059970014993,Max val increment,Max Epochs,40.737951040267944,115
19,75,35,5,8,2,5e-05,0.005,200,25,1e-10,1e-09,200,200,100,5,40,20,100,1000,1000,0.028331108113407846,0.2285052043842653,0.0,1.0,Max_epochs,Max Epochs,30.19415283203125,115
20,125,30,15,6,3,5e-06,0.0001,25,10,1e-08,1e-08,100,200,100,10,35,15,100,1000,1000,0.02767160073582377,0.07674820456131508,0.8708708708708709,0.9085457271364318,Max val increment,Max Epochs,43.725666761398315,115
21,100,15,20,6,2,1e-05,1e-05,200,50,1e-08,1e-10,200,200,100,5,40,15,100,1000,1000,0.028533272971764577,0.22858608795582552,0.0,1.0,Max_epochs,Max Epochs,30.331587076187134,115
22,50,15,5,8,3,5e-05,0.0001,25,10,1e-10,1e-08,100,200,100,10,30,15,100,1000,1000,0.02715141174793202,0.21201225528193623,0.08408408408408409,0.9790104947526237,Max val increment,Max Epochs,36.788662910461426,115
23,50,35,10,2,2,1e-05,5e-05,200,25,1e-08,1e-09,200,50,25,10,40,20,100,1000,1000,0.028211080545975833,0.22721335852769975,0.0,1.0,Max_epochs,Max Epochs,30.936808109283447,115
24,75,15,15,8,2,5e-06,0.005,50,10,1e-08,1e-09,100,50,25,10,40,20,100,1000,1000,0.028289042448266532,0.212028112285475,0.14414414414414414,0.9790104947526237,Max val increment,Max val increment,35.73562812805176,115
25,50,30,5,10,3,1e-06,0.0001,25,50,1e-10,1e-09,200,50,25,2,15,25,100,1000,1000,0.03134980887274403,0.21672165135619464,0.0,1.0,Max val increment,Max Epochs,28.65700912475586,115
26,50,25,20,8,2,1e-05,1e-05,200,10,1e-08,1e-09,200,50,25,10,25,20,100,1000,1000,0.028857724231260273,0.22412242697357665,0.0,1.0,Max_epochs,Max val increment,26.46925377845764,115
27,50,15,5,6,3,5e-05,0.005,200,25,1e-08,1e-09,100,50,25,10,40,20,100,1000,1000,0.028344850833885365,0.20073696619013254,0.0,1.0,Max val increment,Max val increment,25.815919160842896,115
28,75,35,10,2,2,5e-06,0.0001,50,5,1e-08,1e-09,200,50,25,2,40,20,100,1000,1000,0.029127670125728533,0.2205450003255694,0.0,1.0,Max val increment,Max val increment,38.23264694213867,115
29,125,15,5,8,2,1e-05,5e-05,25,50,1e-10,1e-09,100,50,25,10,15,35,100,1000,1000,0.028538232245054723,0.22238376598777412,0.0,1.0,Max val increment,Max Epochs,28.923902988433838,115
30,50,15,20,8,3,0.005,1e-05,200,10,1e-08,1e-09,200,50,25,10,40,20,100,1000,1000,0.03305245996231365,0.2236875029536871,0.0,1.0,Max val increment,Max Epochs,24.59535574913025,115
31,150,35,15,10,2,1e-05,0.005,25,25,1e-08,1e-09,100,50,25,10,35,20,100,1000,1000,0.027935349027713455,0.17406298746694537,0.04504504504504504,0.9985007496251874,Max val increment,Max val increment,31.723460912704468,115
32,50,15,5,2,3,5e-05,0.0001,200,10,1e-10,1e-09,50,50,25,2,25,40,100,1000,1000,0.028544047474666906,0.221901160249807,0.0,1.0,Max val increment,Max val increment,23.26576590538025,115
33,75,15,20,6,2,5e-06,1e-05,50,50,1e-08,1e-09,200,50,25,10,15,20,100,1000,1000,0.021457947580218042,0.22852192251370462,0.0,1.0,Max_epochs,Max Epochs,34.09126114845276,115
34,100,35,5,8,2,1e-05,0.0001,25,10,1e-08,1e-09,200,50,25,10,40,20,100,1000,1000,0.02655504526957915,0.13253974103833555,0.0,1.0,Max val increment,Max Epochs,40.46220684051514,115
35,50,15,10,8,3,5e-06,5e-05,200,25,1e-08,1e-09,100,50,25,10,40,20,100,1000,1000,0.029414574393149165,0.22776491045147082,0.0,1.0,Max_epochs,Max val increment,29.602153062820435,115
36,50,25,5,4,2,1e-05,0.005,50,50,1e-10,1e-09,200,50,25,2,15,20,100,1000,1000,0.027002603700359222,0.2202509688935502,0.0,1.0,Max_epochs,Max val increment,32.21671104431152,115
37,75,15,20,2,3,5e-05,0.0001,25,10,1e-08,1e-09,100,50,25,10,35,20,100,1000,1000,0.03110932684223588,0.15972024698797196,0.9129129129129129,0.8440779610194903,Max val increment,Max Epochs,26.941192150115967,115
38,50,15,20,2,3,1e-05,0.0001,200,10,1e-08,1e-09,200,50,25,10,40,20,100,1000,1000,0.028211932066106657,0.11879677472937503,0.5645645645645646,0.95952023988006,Max_epochs,Max Epochs,31.471965074539185,115
39,50,15,15,8,2,1e-06,1e-05,200,10,1e-10,1e-09,50,50,25,10,25,15,100,1000,1000,0.029699374563742255,0.22773242802787155,0.0,1.0,Max_epochs,Max Epochs,27.459617137908936,115
40,125,35,5,6,3,5e-06,0.005,25,25,1e-08,1e-09,100,50,50,10,40,20,100,1000,1000,0.028837740971218905,0.1856193865051613,0.0,1.0,Max val increment,Max val increment,42.61034321784973,115
41,50,40,5,2,1,0.0001,5e-05,100,5,1e-09,1e-10,200,100,50,5,20,25,100,1000,1000,0.030134459705498415,0.12293037074534137,0.6156156156156156,0.9370314842578711,Max_epochs,Max Epochs,32.646992206573486,115
42,75,15,20,2,1,0.005,5e-05,100,5,1e-09,1e-08,200,100,50,5,20,25,100,1000,1000,0.031972432681770135,0.22348625347606862,0.0,1.0,Max val increment,Max val increment,26.420302867889404,115
43,50,15,10,2,1,1e-06,5e-05,50,25,1e-09,1e-10,200,100,50,5,30,25,100,1000,1000,0.030687309638849424,0.2298136813316397,0.0,1.0,Max val increment,Max Epochs,33.74524211883545,115
44,50,35,5,2,3,0.005,5e-05,25,25,1e-09,1e-08,200,100,50,5,15,15,100,1000,1000,0.03818618683565112,0.22358397040101977,0.0,1.0,Max val increment,Max Epochs,24.516930103302002,115
45,75,15,5,6,3,5e-06,0.0001,25,5,1e-09,1e-10,200,100,50,5,20,25,100,1000,1000,0.02908536659807245,0.22212044078069812,0.0,1.0,Max_epochs,Max val increment,53.19630002975464,115
46,50,45,20,2,3,1e-06,5e-05,100,50,1e-09,1e-08,200,100,50,5,15,15,100,1000,1000,0.030523217881626905,0.2458789024181653,0.0,1.0,Max_epochs,Max Epochs,26.71863102912903,115
47,100,15,15,2,1,5e-06,5e-05,50,25,1e-09,1e-10,200,100,50,5,20,25,100,1000,1000,0.02779679277998825,0.2236335987802933,0.0,1.0,Max_epochs,Max val increment,37.779380798339844,115
48,50,30,5,2,3,0.005,0.0001,25,25,1e-09,1e-08,200,100,50,5,15,15,100,1000,1000,0.03344718552577683,0.22212448338521437,0.0,1.0,Max val increment,Max Epochs,26.117056846618652,115
49,50,20,20,2,3,0.0001,5e-05,50,50,1e-09,1e-10,200,100,50,5,30,25,100,1000,1000,0.029834348633025424,0.22566200166099054,0.0,1.0,Max val increment,Max Epochs,30.239295959472656,115
50,75,15,5,2,3,1e-06,1e-05,25,25,1e-09,1e-10,200,100,50,5,15,15,100,1000,1000,0.03202893316886915,0.2287444880883738,0.0,1.0,Max val increment,Max Epochs,36.816547870635986,115
51,125,45,25,4,3,5e-05,0.0001,100,10,1e-10,1e-10,50,50,100,2,25,40,100,1000,1000,0.027989664229071464,0.21068300342050655,0.0,1.0,Max_epochs,Max val increment,36.57226085662842,115
52,50,45,15,10,2,0.005,0.005,200,10,1e-08,1e-09,100,200,25,2,30,40,100,1000,1000,0.03562884376332587,0.22212071024459662,0.0,1.0,Max val increment,Max val increment,25.014188051223755,115
53,150,45,25,6,2,0.005,0.0001,200,10,1e-08,1e-08,100,100,50,2,30,35,100,1000,1000,0.03237176974867334,0.2240353117843959,0.0,1.0,Max val increment,Max val increment,27.503539323806763,115
54,50,20,15,6,1,0.005,1e-05,200,10,1e-08,1e-08,100,100,50,2,30,40,100,1000,1000,0.026454681547730174,0.22809464382509204,0.0,1.0,Max val increment,Max val increment,26.05615210533142,115
55,75,45,15,10,2,0.005,0.005,200,50,1e-08,1e-08,100,50,25,10,35,20,100,1000,1000,0.0364982598335763,0.22823308233965295,0.0,1.0,Max val increment,Max Epochs,24.16669988632202,115
56,50,25,15,4,1,0.005,0.0001,200,10,1e-10,1e-08,50,50,25,10,40,20,100,1000,1000,0.0343629836185673,0.2238811355763674,0.0,1.0,Max val increment,Max Epochs,25.93527317047119,115
57,50,45,10,6,1,0.005,0.0001,50,10,1e-08,1e-08,100,50,25,2,30,40,100,1000,1000,0.036060768604073055,0.22215443886545563,0.0,1.0,Max val increment,Max val increment,23.88044309616089,115
58,50,45,25,6,1,1e-05,1e-05,25,50,1e-10,1e-09,100,100,25,2,30,35,100,1000,1000,0.028189267424053383,0.2225548636627174,0.0,1.0,Max val increment,Max val increment,32.592385053634644,115
59,75,45,15,6,1,0.005,0.005,200,50,1e-10,1e-09,200,50,25,2,30,40,100,1000,1000,0.03373847811066412,0.22237615256891866,0.0,1.0,Max val increment,Max val increment,23.470619201660156,115
60,50,30,15,4,3,0.005,0.0001,25,50,1e-10,1e-09,100,100,25,2,30,30,100,1000,1000,0.03128632298788767,0.22582728497519616,0.0,1.0,Max val increment,Max val increment,22.164106130599976,115
61,100,20,10,6,1,1e-05,0.005,100,25,1e-10,1e-10,50,200,50,5,25,30,100,1000,1000,0.029150462147672432,0.24608839969942345,0.0,1.0,Max val increment,Max Epochs,31.184529304504395,115
62,125,45,15,6,3,0.005,1e-05,100,25,1e-10,1e-10,50,100,50,10,40,35,100,1000,1000,0.03295289549320939,0.2226478118398573,0.0,1.0,Max val increment,Max Epochs,23.200547218322754,115
63,50,25,15,4,1,0.0001,1e-05,100,5,1e-08,1e-10,100,200,100,5,25,15,100,1000,1000,0.029321815598216287,0.22668338992749132,0.0,1.0,Max_epochs,Max val increment,31.36821413040161,115
64,50,45,10,2,2,5e-05,0.005,100,25,1e-10,1e-10,200,50,100,5,35,30,100,1000,1000,0.029150161203494545,0.2250877482216146,0.0,1.0,Max_epochs,Max val increment,33.58462119102478,115
65,75,45,20,8,2,0.005,1e-05,100,10,1e-09,1e-09,100,200,50,10,40,35,100,1000,1000,0.03346210230338344,0.22216981206072803,0.0,1.0,Max val increment,Max Epochs,26.45580506324768,115
66,50,30,25,6,3,1e-06,0.005,50,5,1e-08,1e-09,200,200,100,10,20,30,100,1000,1000,0.029375911136636682,0.22427138477350403,0.0,1.0,Max_epochs,Max val increment,36.15114879608154,115
67,50,25,25,2,3,1e-06,0.005,50,5,1e-08,1e-09,200,200,100,10,20,30,100,1000,1000,0.02340370359427215,0.2195450868008107,0.0,1.0,Max_epochs,Max val increment,35.838423013687134,115
68,50,20,25,6,3,5e-05,0.0001,100,50,1e-09,1e-10,50,50,50,5,35,30,100,1000,1000,0.02816721868952778,0.21546954242709002,0.0,1.0,Max val increment,Max Epochs,25.91184902191162,115
69,50,30,10,2,3,1e-06,5e-05,100,50,1e-09,1e-10,50,50,50,5,25,25,100,1000,1000,0.03258631873289275,0.2331531175309102,0.0,1.0,Max val increment,Max Epochs,26.553059101104736,115
70,75,25,10,6,3,5e-05,0.0001,100,25,1e-08,1e-10,50,100,100,5,35,30,100,1000,1000,0.028457474726582315,0.16692306099263077,0.0,1.0,Max val increment,Max Epochs,34.10494089126587,115
71,50,20,25,2,3,0.0001,0.0001,100,5,1e-08,1e-10,50,100,50,5,35,30,100,1000,1000,0.02926057156266102,0.2234754183046555,0.11711711711711711,0.9835082458770614,Max val increment,Max Epochs,26.736055850982666,115
72,50,30,10,10,1,0.0001,0.0001,50,5,1e-08,1e-08,50,50,25,2,20,35,100,1000,1000,0.03070697187437853,0.22128125334329082,0.0,1.0,Max val increment,Max val increment,21.53178095817566,115
73,125,20,10,10,1,5e-06,0.0001,50,5,1e-08,1e-09,100,200,100,5,25,40,100,1000,1000,0.027325120658849168,0.1462617053065274,1.0,0.7106446776611695,Max val increment,Max val increment,40.351646184921265,115
74,50,20,10,10,1,5e-06,0.0001,50,5,1e-08,1e-09,100,200,100,5,35,40,100,1000,1000,0.025576916798634823,0.06951212479754218,0.9669669669669669,0.8785607196401799,Max_epochs,Max val increment,46.82351899147034,115
75,75,20,10,10,1,0.0001,0.0001,50,5,1e-08,1e-09,100,200,100,5,25,40,100,1000,1000,0.029547472395935515,0.09098311201711932,0.978978978978979,0.8260869565217391,Max val increment,Max val increment,36.741337299346924,115
76,50,20,10,10,1,5e-06,0.0001,50,5,1e-08,1e-09,100,200,100,5,35,40,100,1000,1000,0.028359710150012582,0.0978477491488765,0.993993993993994,0.8050974512743628,Max_epochs,Max Epochs,51.58079695701599,115
77,100,20,10,10,1,1e-06,0.0001,50,5,1e-08,1e-09,100,200,100,5,25,40,100,1000,1000,0.02677986727194099,0.12780129182388575,1.0,0.7091454272863568,Max_epochs,Max Epochs,47.073723793029785,115
78,50,20,10,10,1,0.0001,0.0001,50,5,1e-08,1e-09,100,200,50,5,35,40,100,1000,1000,0.02029064334528707,0.12626569282301786,0.5405405405405406,0.9415292353823088,Max val increment,Max val increment,25.757657289505005,115
79,50,20,20,8,2,1e-05,0.0001,100,25,1e-08,1e-10,50,200,100,10,40,15,100,1000,1000,0.029627710488381132,0.15115630563061036,0.6096096096096096,0.9415292353823088,Max_epochs,Max Epochs,35.844537019729614,115
80,75,20,20,8,2,0.005,5e-05,100,25,1e-08,1e-10,50,200,100,10,40,15,100,1000,1000,0.044391147479697,0.22871864475867595,0.0,1.0,Max val increment,Max Epochs,22.768165111541748,115
81,50,25,20,8,2,1e-05,0.0001,100,5,1e-08,1e-10,50,200,100,10,40,15,100,1000,1000,0.025771744678536917,0.06840568081402089,0.9309309309309309,0.9145427286356822,Max_epochs,Max Epochs,37.81459975242615,115
82,50,25,20,8,2,0.005,0.0001,100,10,1e-10,1e-09,200,200,50,2,15,40,100,1000,1000,0.04111389540178277,0.22392198309364128,0.0,1.0,Max val increment,Max val increment,25.292757987976074,115
83,150,20,10,10,1,0.005,0.0001,25,10,1e-10,1e-09,200,200,50,2,15,40,100,1000,1000,0.03263868486687694,0.22059733492135347,0.0,1.0,Max val increment,Max val increment,27.790081024169922,115
84,50,35,5,10,1,5e-05,0.0001,100,10,1e-10,1e-09,50,200,50,5,15,40,100,1000,1000,0.022796702558847616,0.15144514484341914,0.9819819819819819,0.7421289355322339,Max val increment,Max Epochs,27.394322872161865,115
85,50,35,5,10,1,1e-06,0.0001,100,10,1e-10,1e-09,200,200,50,5,15,40,100,1000,1000,0.02641218153730606,0.1832552630812919,0.960960960960961,0.5472263868065967,Max_epochs,Max Epochs,30.930608987808228,115
86,125,35,5,10,1,5e-05,0.0001,100,10,1e-09,1e-09,50,200,50,5,15,40,100,1000,1000,0.02816805212644592,0.061664965569679826,0.9219219219219219,0.9205397301349325,Max val increment,Max val increment,30.96433711051941,115
87,50,35,5,10,1,1e-06,0.0001,25,10,1e-10,1e-09,200,200,50,5,15,40,100,1000,1000,0.03119175389457578,0.1492286658136769,0.5285285285285285,0.9025487256371814,Max val increment,Max val increment,34.92727780342102,115
88,75,30,10,10,1,1e-05,0.0001,200,10,1e-09,1e-09,50,200,50,5,15,40,100,1000,1000,0.026949434818174717,0.10034454326803467,0.96996996996997,0.8515742128935532,Max_epochs,Max Epochs,28.59262990951538,115
89,50,30,10,10,1,0.005,0.0001,100,10,1e-10,1e-09,200,200,50,5,15,40,100,1000,1000,0.03755721798629751,0.22267480755486327,0.0,1.0,Max val increment,Max val increment,25.981889963150024,115
90,50,35,10,2,1,5e-05,0.0001,100,10,1e-09,1e-09,50,200,50,5,15,40,100,1000,1000,0.02857786820446639,0.12125066954626715,0.5555555555555556,0.95952023988006,Max_epochs,Max Epochs,31.232359886169434,115
91,75,30,10,6,1,1e-06,5e-05,200,10,1e-10,1e-09,200,200,50,2,15,40,100,1000,1000,0.03370776697156015,0.2067885637304451,0.0,1.0,Max_epochs,Max Epochs,30.202621936798096,115
92,50,30,5,2,3,5e-05,1e-05,25,5,1e-08,1e-10,50,50,100,10,35,15,100,1000,1000,0.028676542869157943,0.22809765066053525,0.0,1.0,Max val increment,Max Epochs,26.417824029922485,115
93,50,15,25,4,3,5e-05,0.005,200,25,1e-10,1e-08,200,200,50,5,20,25,100,1000,1000,0.022593069685325068,0.2298203955767417,0.8198198198198198,0.671664167916042,Max_epochs,Max Epochs,25.314133882522583,115
94,100,15,25,4,3,0.0001,0.005,200,25,1e-10,1e-08,200,200,50,5,20,25,100,1000,1000,0.03181998188537887,0.23305139362374194,0.3153153153153153,0.9325337331334332,Max_epochs,Max Epochs,25.99654793739319,115
95,50,40,25,4,3,5e-05,0.005,200,25,1e-10,1e-10,200,200,50,5,20,25,100,1000,1000,0.028390689593024394,0.23008420143409586,0.009009009009009009,0.9985007496251874,Max_epochs,Max Epochs,25.590224027633667,115
96,50,15,5,6,1,1e-06,1e-05,25,5,1e-08,1e-10,100,50,100,5,15,40,100,1000,1000,0.02956319694668714,0.24395762921025713,0.0,1.0,Max_epochs,Max Epochs,47.974280834198,115
97,75,15,20,2,1,1e-06,1e-05,25,5,1e-08,1e-10,100,50,100,5,15,40,100,1000,1000,0.030388702958459468,0.22656088602477414,0.0,1.0,Max val increment,Max val increment,29.236571788787842,115
98,50,25,5,6,1,1e-06,5e-05,25,5,1e-08,1e-09,100,50,100,5,15,40,100,1000,1000,0.029444611213665053,0.2209537788226329,0.0,1.0,Max_epochs,Max val increment,41.9753212928772,115
99,50,15,20,2,3,5e-05,1e-05,25,5,1e-09,1e-10,100,50,100,10,15,40,100,1000,1000,0.027721674543091362,0.22818379555350274,0.0,1.0,Max val increment,Max val increment,38.58471703529358,115
100,125,15,5,2,1,1e-06,5e-05,25,5,1e-08,1e-09,100,50,100,5,15,40,100,1000,1000,0.029676493601842133,0.23406788156266703,0.0,1.0,Max_epochs,Max Epochs,49.484724044799805,115
101,50,35,20,6,3,5e-05,1e-05,25,5,1e-08,1e-10,100,50,100,5,15,40,100,1000,1000,0.028804452502819673,0.22259569857179837,0.0,1.0,Max val increment,Max val increment,34.95269012451172,115
102,50,25,5,10,3,1e-05,1e-05,25,5,1e-09,1e-09,100,50,100,10,15,40,100,1000,1000,0.024552068941863587,0.2465690047686004,0.0,1.0,Max_epochs,Max Epochs,45.236499309539795,115
103,75,25,10,8,2,0.005,0.005,25,50,1e-08,1e-10,50,200,100,10,35,35,100,1000,1000,0.03668271245106304,0.25577743012687065,1.0,0.0,Max val increment,Max Epochs,22.93427038192749,115
104,175,25,10,8,2,0.005,0.005,25,50,1e-08,1e-10,50,200,100,10,35,35,100,1000,1000,0.04360210612465564,0.22212088256871146,0.0,1.0,Max val increment,Max Epochs,23.660310983657837,115
105,50,35,10,8,2,1e-05,0.005,25,50,1e-08,1e-08,50,200,100,10,35,35,100,1000,1000,0.029245410292170437,0.22919868876705837,0.0,1.0,Max val increment,Max Epochs,26.823480129241943,115
106,50,30,5,2,1,1e-06,5e-05,25,5,1e-09,1e-09,100,100,100,5,15,35,100,1000,1000,0.033883642798011426,0.2203059854857373,0.0,1.0,Max val increment,Max val increment,31.00224804878235,115
107,50,25,20,6,3,0.0001,1e-05,25,5,1e-08,1e-10,100,50,100,5,15,35,100,1000,1000,0.029684503363795696,0.224844615822761,0.0,1.0,Max val increment,Max val increment,32.089576959609985,115
108,50,25,5,2,1,5e-05,5e-05,25,5,1e-09,1e-09,100,50,100,5,15,35,100,1000,1000,0.030433144129801817,0.21961937785388766,0.0,1.0,Max val increment,Max val increment,33.95214605331421,115
109,75,30,20,10,3,1e-06,1e-05,25,5,1e-08,1e-10,100,100,100,10,15,35,100,1000,1000,0.029215099722176202,0.2251858754745019,0.0,1.0,Max_epochs,Max val increment,42.15379095077515,115
110,50,25,5,6,1,5e-05,0.0001,25,5,1e-08,1e-09,100,50,25,5,15,35,100,1000,1000,0.027862436352726377,0.12373266499225444,0.6576576576576577,0.9310344827586207,Max val increment,Max val increment,26.325314044952393,115
111,50,30,5,2,1,1e-06,0.0001,25,5,1e-08,1e-09,100,50,100,5,15,15,100,1000,1000,0.030041435374732212,0.22981833296213142,0.0,1.0,Max_epochs,Max Epochs,42.922662019729614,115
112,50,25,20,6,3,0.0001,0.0001,100,5,1e-09,1e-10,100,100,100,10,15,35,100,1000,1000,0.028140178745933563,0.10038031045177968,0.7477477477477478,0.9325337331334332,Max_epochs,Max Epochs,31.343727827072144,115
113,50,25,20,6,3,5e-05,1e-05,25,5,1e-08,1e-10,100,100,100,10,15,35,100,1000,1000,0.02720511838345425,0.22818271169891788,0.0,1.0,Max val increment,Max val increment,27.90380024909973,115
114,125,25,5,2,3,1e-05,0.0001,25,50,1e-08,1e-09,100,50,25,5,15,35,100,1000,1000,0.02766558342372098,0.23629625685448855,0.2852852852852853,0.9775112443778111,Max val increment,Max Epochs,28.846944093704224,115
115,75,30,20,10,1,1e-06,5e-05,100,5,1e-08,1e-10,100,50,100,5,15,15,100,1000,1000,0.03314920298287429,0.2240201217838585,0.9819819819819819,0.5427286356821589,Max_epochs,Max Epochs,29.795217990875244,115
116,50,30,20,10,1,5e-05,5e-05,25,5,1e-09,1e-10,100,50,100,5,15,15,100,1000,1000,0.020825973277314037,0.19596763454836222,0.2012012012012012,0.9835082458770614,Max val increment,Max Epochs,35.807530879974365,115
117,50,30,20,6,1,1e-06,0.0001,25,5,1e-08,1e-10,100,50,100,5,15,15,100,1000,1000,0.020341997452565604,0.2258171499351348,0.0,1.0,Max_epochs,Max val increment,40.40368986129761,115
118,100,25,5,10,3,5e-05,1e-05,25,5,1e-08,1e-09,100,100,25,10,15,35,100,1000,1000,0.023775166734429476,0.22216948144446164,0.0,1.0,Max val increment,Max val increment,23.997549057006836,115
119,50,25,20,2,1,0.0001,5e-05,100,5,1e-09,1e-10,100,50,100,5,15,15,100,1000,1000,0.029112238220515334,0.2220636449209252,0.0,1.0,Max_epochs,Max val increment,26.22476291656494,115
120,50,30,5,6,3,1e-05,0.0001,25,50,1e-08,1e-09,100,50,100,10,15,35,100,1000,1000,0.028987357594342428,0.27291144676405715,1.0,0.0,Max_epochs,Max Epochs,40.22895789146423,115
121,50,30,5,6,3,1e-06,0.0001,25,50,1e-08,1e-09,100,50,25,10,15,35,100,1000,1000,0.029973268958820246,0.2235725582693865,0.0,1.0,Max val increment,Max Epochs,27.02853298187256,115
122,75,30,5,6,3,5e-05,0.0001,100,50,1e-08,1e-09,100,50,100,10,15,35,100,1000,1000,0.02795035774250428,0.20952071525671503,0.0,1.0,Max_epochs,Max Epochs,26.818917751312256,115
123,150,15,10,4,1,1e-06,1e-05,25,5,1e-09,1e-10,100,100,100,5,15,25,100,1000,1000,0.026766570307073752,0.22171333820156844,0.0,1.0,Max_epochs,Max val increment,46.216084003448486,115
124,50,25,20,10,2,5e-06,0.0001,50,10,1e-10,1e-08,200,200,25,2,30,20,100,1000,1000,0.02712852360158151,0.10869320653820584,0.93993993993994,0.8785607196401799,Max_epochs,Max Epochs,47.96953821182251,115
125,50,25,20,10,2,5e-06,0.0001,50,10,1e-08,1e-08,200,200,25,2,30,20,100,1000,1000,0.028900842772520724,0.16536642674907215,0.0,1.0,Max val increment,Max Epochs,30.687923908233643,115
126,50,25,5,10,2,5e-06,0.0001,50,10,1e-08,1e-08,200,200,25,2,30,25,100,1000,1000,0.03083247019026443,0.13134052966666712,0.987987987987988,0.7886056971514243,Max_epochs,Max Epochs,47.84426212310791,115
127,50,25,5,10,2,5e-06,0.0001,50,10,1e-10,1e-08,200,200,25,2,30,25,100,1000,1000,0.032315488697233635,0.14213959736578993,0.960960960960961,0.800599700149925,Max_epochs,Max Epochs,47.1802339553833,115
