;mse_pred;mse_clas;truepositive_clas;truenegative_clas;STOP;STOP_clas
617;0.5623613355651408;0.04604848362651957;0.9519519519519519;0.9505247376311844;Max val increment;Max val increment
618;0.5298714587927471;0.08802245390231694;0.9519519519519519;0.9355322338830585;Max val increment;Max val increment
619;0.5141386346318023;0.033470165918143786;0.978978978978979;0.9550224887556222;Max val increment;Max val increment
620;0.48472033679518645;0.024525533944316162;0.9819819819819819;0.95952023988006;Max val increment;Max val increment
621;0.33151192891478654;0.0030039669047432905;1.0;0.9955022488755623;Max val increment;Max val increment
622;0.4857392073309234;0.05399499322634634;0.9009009009009009;0.9460269865067467;Max val increment;Max val increment
623;0.4148247791548476;0.004015225516488864;1.0;0.992503748125937;Max val increment;Max val increment
624;0.5167242406963959;0.04784433995971344;0.9129129129129129;0.967016491754123;Max val increment;Max val increment
625;0.401784881596576;0.011339104442475219;0.990990990990991;0.9820089955022488;Max val increment;Max val increment
626;0.5185765092569563;0.05479727880202597;0.8528528528528528;0.9655172413793104;Max val increment;Max val increment
627;0.4725365731344847;0.031490372642086435;0.993993993993994;0.9535232383808095;Max val increment;Max val increment
628;0.5276165449153342;0.046807231449114424;0.984984984984985;0.9265367316341829;Max val increment;Max val increment
629;0.5184490992540418;0.10434565299666348;0.6666666666666666;0.9565217391304348;Max val increment;Max val increment
630;0.5069458258124016;0.046784880515172884;0.9219219219219219;0.9505247376311844;Max val increment;Max val increment
631;0.4038990253204568;0.006450804364786781;0.990990990990991;0.9940029985007496;Max val increment;Max val increment
632;0.5071842284456664;0.04279916230934006;0.975975975975976;0.9370314842578711;Max val increment;Max val increment
633;0.46889891181935583;0.021046335784197456;0.993993993993994;0.9640179910044977;Max val increment;Max val increment
634;0.5482870970545223;0.060673911708922536;0.963963963963964;0.9100449775112444;Max val increment;Max val increment
635;0.4491122382483051;0.02102932209528935;1.0;0.9685157421289355;Max val increment;Max val increment
636;0.4182108914218231;0.022455721330792364;1.0;0.9610194902548725;Max val increment;Max val increment
637;0.4645194858972027;0.02663319489534878;0.975975975975976;0.974512743628186;Max val increment;Max val increment
638;0.5776410679620002;0.1000443384061421;0.9459459459459459;0.8680659670164917;Max val increment;Max val increment
639;0.5170912386522617;0.047611874676433415;0.9819819819819819;0.9265367316341829;Max val increment;Max val increment
640;0.5341938843372591;0.048679142075187795;0.96996996996997;0.9220389805097451;Max val increment;Max val increment
641;0.4057239485432266;0.01344422232393649;0.990990990990991;0.9790104947526237;Max val increment;Max val increment
642;0.5166032003645814;0.02827817026236047;0.9819819819819819;0.9580209895052474;Max val increment;Max val increment
643;0.43226134451001513;0.009085900333575116;1.0;0.9835082458770614;Max val increment;Max val increment
644;0.5001087145900478;0.03697704586730167;0.9129129129129129;0.9700149925037481;Max val increment;Max val increment
645;0.5180660953434237;0.05041609079765207;0.954954954954955;0.9310344827586207;Max val increment;Max val increment
646;0.4724705669965287;0.028220061760570233;0.9819819819819819;0.95952023988006;Max val increment;Max val increment
647;0.4311635548129136;0.006486729169945347;1.0;0.9910044977511244;Max val increment;Max val increment
648;0.5437153679005701;0.0746296592308453;0.93993993993994;0.8950524737631185;Max val increment;Max val increment
649;0.48863859142511074;0.033809235390413715;0.975975975975976;0.952023988005997;Max val increment;Max val increment
650;0.49018651448450473;0.03696800894655446;0.954954954954955;0.952023988005997;Max val increment;Max val increment
651;0.5119317202911395;0.04421938639313018;0.9669669669669669;0.9310344827586207;Max val increment;Max val increment
652;0.5975086068089548;0.20406069980129146;0.13813813813813813;0.9775112443778111;Max val increment;Max val increment
653;0.5691436836130075;0.08178046090193115;0.9099099099099099;0.8860569715142429;Max val increment;Max val increment
654;0.5014968819422627;0.05573174292103168;0.93993993993994;0.9355322338830585;Max val increment;Max val increment
655;0.6095535395577082;0.21883234901850332;0.0;1.0;Max val increment;Max val increment
656;0.3822077590247091;0.000269253246747019;1.0;1.0;Max val increment;Max val increment
657;0.4400265954845929;0.020390859312243558;1.0;0.9655172413793104;Max val increment;Max val increment
658;0.6042729990901525;0.09681088766611037;0.8738738738738738;0.8830584707646177;Max val increment;Max val increment
659;0.5313240238368382;0.038104545217089045;0.9219219219219219;0.967016491754123;Max val increment;Max val increment
660;0.5876739615219985;0.23293088454923205;0.015015015015015015;0.9970014992503748;Max val increment;Max val increment
661;0.46500719741677815;0.023624153500737783;0.996996996996997;0.9625187406296851;Max val increment;Max val increment
662;0.5787427986002521;0.13178430462030183;0.7117117117117117;0.8995502248875562;Max val increment;Max val increment
663;0.5091525901549124;0.05867561862496049;0.954954954954955;0.9430284857571214;Max val increment;Max val increment
664;0.578235790769006;0.20952259016746194;0.0;1.0;Max val increment;Max val increment
665;0.41036658675210047;0.01475117355748915;1.0;0.9715142428785607;Max val increment;Max val increment
666;0.5665699672598212;0.07242072793717322;0.8678678678678678;0.9175412293853074;Max val increment;Max val increment
667;0.39725900097888733;0.004024559349656596;1.0;0.9940029985007496;Max val increment;Max val increment
668;0.5268275052174192;0.08861153425879392;0.8168168168168168;0.967016491754123;Max val increment;Max val increment
669;0.34343462471179526;0.00027682690536061827;1.0;0.9985007496251874;Max val increment;Max val increment
670;0.43477588484048624;0.009673317452592773;0.996996996996997;0.9850074962518741;Max val increment;Max val increment
671;0.4608722611210688;0.030643033966791865;0.9669669669669669;0.9655172413793104;Max val increment;Max val increment
672;0.3873953589602277;0.0060889660719138415;1.0;0.9910044977511244;Max val increment;Max val increment
673;0.47090204670821506;0.03682636044629243;0.972972972972973;0.9475262368815592;Max val increment;Max val increment
674;0.4113940578829798;0.00797780165493965;1.0;0.9880059970014993;Max val increment;Max val increment
675;0.6006020417097138;0.17425895933266183;0.15915915915915915;0.9835082458770614;Max val increment;Max val increment
676;0.5779312346764114;0.10160296113839908;0.8978978978978979;0.896551724137931;Max val increment;Max val increment
677;0.5028305632242226;0.06232418193380672;0.8678678678678678;0.9460269865067467;Max val increment;Max val increment
678;0.6483682590359461;0.22435721193748465;0.0;1.0;Max val increment;Max val increment
679;0.4347517723563538;0.010556040799957069;0.990990990990991;0.9880059970014993;Max val increment;Max val increment
